Team,DATE,Points
Georgia Southern Eagles,"Thu, Jan 15",87
Georgia Southern Eagles,"Sat, Jan 17",75
Georgia Southern Eagles,"Thu, Jan 22",68
Georgia Southern Eagles,"Sat, Jan 24",78
Georgia Southern Eagles,"Fri, Jan 30",79
Georgia Southern Eagles,"Sat, Jan 31",60
Georgia Southern Eagles,"Wed, Feb 4",71
Georgia Southern Eagles,"Wed, Feb 11",65
Georgia Southern Eagles,"Sat, Feb 14",101
Georgia Southern Eagles,"Thu, Feb 19",64
Georgia Southern Eagles,"Sat, Feb 21",74
Georgia Southern Eagles,"Wed, Feb 25",66
Georgia Southern Eagles,"Fri, Feb 27",99
Georgia Southern Eagles,"Wed, Mar 4",88
Georgia Southern Eagles,"Thu, Mar 5",80
Georgia Southern Eagles,"Fri, Mar 6",94
Georgia Southern Eagles,"Sat, Mar 7",96
Georgia Southern Eagles,"Sun, Mar 8",82
Georgia Southern Eagles,"Mon, Mar 9",61
North Carolina Central Eagles,"Mon, Nov 3",66
North Carolina Central Eagles,"Fri, Nov 7",62
North Carolina Central Eagles,"Sun, Nov 9",54
North Carolina Central Eagles,"Wed, Nov 12",77
North Carolina Central Eagles,"Fri, Nov 14",53
North Carolina Central Eagles,"Tue, Nov 18",123
North Carolina Central Eagles,"Sat, Nov 22",55
North Carolina Central Eagles,"Tue, Nov 25",67
North Carolina Central Eagles,"Sat, Nov 29",109
North Carolina Central Eagles,"Wed, Dec 3",62
North Carolina Central Eagles,"Sat, Dec 6",54
North Carolina Central Eagles,"Tue, Dec 9",67
North Carolina Central Eagles,"Wed, Dec 17",96
North Carolina Central Eagles,"Sat, Dec 20",72
North Carolina Central Eagles,"Mon, Dec 29",67
North Carolina Central Eagles,"Sat, Jan 3",69
North Carolina Central Eagles,"Sat, Jan 10",88
North Carolina Central Eagles,"Mon, Jan 12",89
North Carolina Central Eagles,"Sat, Jan 17",69
North Carolina Central Eagles,"Mon, Feb 2",65
North Carolina Central Eagles,"Sat, Feb 7",68
North Carolina Central Eagles,"Mon, Feb 9",72
North Carolina Central Eagles,"Sat, Feb 14",56
North Carolina Central Eagles,"Mon, Feb 16",80
North Carolina Central Eagles,"Wed, Feb 18",72
North Carolina Central Eagles,"Sat, Feb 21",67
North Carolina Central Eagles,"Sat, Feb 28",74
North Carolina Central Eagles,"Mon, Mar 2",77
North Carolina Central Eagles,"Thu, Mar 5",64
North Carolina Central Eagles,"Thu, Mar 12",83
North Carolina Central Eagles,"Fri, Mar 13",59
North Carolina Central Eagles,"Sat, Mar 14",63
Utah Valley Wolverines,"Wed, Mar 18",78
Utah Valley Wolverines,"Tue, Nov 4",116
Utah Valley Wolverines,"Sat, Nov 8",77
Utah Valley Wolverines,"Wed, Nov 12",91
Utah Valley Wolverines,"Sat, Nov 15",74
Utah Valley Wolverines,"Wed, Nov 19",79
Utah Valley Wolverines,"Tue, Nov 25",75
Utah Valley Wolverines,"Wed, Nov 26",89
Utah Valley Wolverines,"Wed, Dec 3",66
Utah Valley Wolverines,"Sat, Dec 6",82
Utah Valley Wolverines,"Wed, Dec 10",73
Utah Valley Wolverines,"Sat, Dec 13",68
Utah Valley Wolverines,"Wed, Dec 17",90
Utah Valley Wolverines,"Sat, Dec 20",109
Utah Valley Wolverines,"Mon, Dec 29",73
Utah Valley Wolverines,"Thu, Jan 1",91
Utah Valley Wolverines,"Sat, Jan 3",68
Utah Valley Wolverines,"Thu, Jan 8",89
Utah Valley Wolverines,"Sat, Jan 10",92
Utah Valley Wolverines,"Sat, Jan 17",86
Utah Valley Wolverines,"Wed, Jan 21",70
Utah Valley Wolverines,"Sat, Jan 24",71
Utah Valley Wolverines,"Thu, Jan 29",83
Utah Valley Wolverines,"Thu, Feb 5",68
Utah Valley Wolverines,"Sat, Feb 7",81
Utah Valley Wolverines,"Thu, Feb 12",77
Utah Valley Wolverines,"Thu, Feb 19",65
Utah Valley Wolverines,"Sat, Feb 21",66
Utah Valley Wolverines,"Thu, Feb 26",79
Utah Valley Wolverines,"Sat, Feb 28",74
Utah Valley Wolverines,"Thu, Mar 5",92
Utah Valley Wolverines,"Sat, Mar 7",104
Utah Valley Wolverines,"Fri, Mar 13",67
Utah Valley Wolverines,"Sat, Mar 14",61
UT Martin Skyhawks,"Tue, Nov 4",86
UT Martin Skyhawks,"Sun, Nov 9",97
UT Martin Skyhawks,"Wed, Nov 12",78
UT Martin Skyhawks,"Tue, Nov 18",73
UT Martin Skyhawks,"Sat, Nov 22",69
UT Martin Skyhawks,"Sun, Nov 23",60
UT Martin Skyhawks,"Tue, Nov 25",75
UT Martin Skyhawks,"Tue, Dec 2",73
UT Martin Skyhawks,"Sun, Dec 7",74
UT Martin Skyhawks,"Wed, Dec 10",54
UT Martin Skyhawks,"Sun, Dec 14",96
UT Martin Skyhawks,"Thu, Dec 18",71
UT Martin Skyhawks,"Sat, Dec 20",86
UT Martin Skyhawks,"Thu, Jan 1",67
UT Martin Skyhawks,"Sat, Jan 3",65
UT Martin Skyhawks,"Thu, Jan 8",76
UT Martin Skyhawks,"Sat, Jan 10",73
UT Martin Skyhawks,"Thu, Jan 15",65
UT Martin Skyhawks,"Sat, Jan 17",69
UT Martin Skyhawks,"Tue, Jan 20",50
UT Martin Skyhawks,"Thu, Jan 29",76
UT Martin Skyhawks,"Sat, Jan 31",84
UT Martin Skyhawks,"Tue, Feb 3",55
UT Martin Skyhawks,"Thu, Feb 5",76
UT Martin Skyhawks,"Sat, Feb 7",55
UT Martin Skyhawks,"Thu, Feb 12",74
UT Martin Skyhawks,"Sat, Feb 14",81
UT Martin Skyhawks,"Tue, Feb 17",53
UT Martin Skyhawks,"Thu, Feb 19",65
UT Martin Skyhawks,"Thu, Feb 26",64
UT Martin Skyhawks,"Sat, Feb 28",42
UT Martin Skyhawks,"Thu, Mar 5",66
UT Martin Skyhawks,"Fri, Mar 6",55
Denver Pioneers,"Mon, Nov 3",73
Denver Pioneers,"Thu, Nov 6",70
Denver Pioneers,"Sun, Nov 9",75
Denver Pioneers,"Sat, Nov 15",79
Denver Pioneers,"Fri, Nov 21",83
Denver Pioneers,"Mon, Nov 24",73
Denver Pioneers,"Wed, Nov 26",59
Denver Pioneers,"Wed, Dec 3",93
Denver Pioneers,"Sat, Dec 6",79
Denver Pioneers,"Tue, Dec 9",95
Denver Pioneers,"Thu, Dec 11",97
Denver Pioneers,"Sat, Dec 13",86
Denver Pioneers,"Tue, Dec 16",129
Denver Pioneers,"Sat, Dec 20",86
